"word","spelling","IPA_correct","Notes_1","Notes_2","Notes_3","Notes_4"
"acossar","['ɐ.ku.ˈsaɾ']",,,,,"No error"
"acostumar","['ɐ.kuʃ.tu.ˈmaɾ']",,,,,"No error"
"acotovelar","['ɐ.ku.tu.vɨ.ˈlaɾ']",,,,,"No error"
"oferecer","['ɔ.fɨ.ɾɨ.ˈseɾ']",,,,,"No error"
"proporcionar","['pɾu.puɾ.sju.ˈnaɾ']",,,,,"No error"
"melhorar","['mɨ.ʎu.ˈɾaɾ']",,,,,"No error"
"restituir","['Rɨʃ.ti.ˈtwiɾ']",,,,,"No error"
"repor","['Rɨ.ˈpoɾ']",,,,,"No error"
"reembolsar","['Rjẽ.boɫ.ˈsaɾ']",,,,,"No error"
"restaurar","['Rɨʃ.taw.ˈɾaɾ']",,,,,"No error"
"consertar","['kõ.sɨɾ.ˈtaɾ']",,,,,"No error"
"reabilitar","['Rjɐ.bi.li.ˈtaɾ']",,,,,"No error"
"regenerar","['Rɨ.ʒɨ.nɨ.ˈɾaɾ']",,,,,"No error"
"acrescer","['ɐ.kɾɨʃ.ˈseɾ']",,,,,"No error"
"modernizar","['mu.dɨɾ.ni.ˈzaɾ']",,,,,"No error"
"aguilhoar","['ɐ.ɡi.ˈʎwaɾ']",,,,,"No error"
"aferroar","['ɐ.fɨ.ˈRwaɾ']",,,,,"No error"
"espicaçar","['iʃ.pi.kɐ.ˈsaɾ']",,,,,"No error"
"encurralar","['ẽ.ku.Rɐ.ˈlaɾ']",,,,,"No error"
"sucumbir","['su.kũ.ˈbiɾ']",,,,,"No error"
"abaixamento","['ɐ.baj.ʃɐ.ˈmẽ.tu']",,,,,"No error"
"comunista","['ku.mu.ˈniʃ.tɐ']",,,,,"No error"
"entusiasta",,"['ẽ.tu.ˈzi.aʃ.tɐ']","false diphthong",,,"Error"
"esvoaçar","['iʒ.vwɐ.ˈsaɾ']",,,,,"No error"
"adelgaçar","['ɐ.dɛɫ.ɡɐ.ˈsaɾ']",,,,,"No error"
"condensar","['kõ.dẽ.ˈsaɾ']",,,,,"No error"
"adestrar","['ɐ.dɨʃ.ˈtɾaɾ']",,,,,"No error"
"brincadeira","['bɾĩ.kɐ.ˈdɐj.ɾɐ']",,,,,"No error"
"invocar","['ĩ.vu.ˈkaɾ']",,,,,"No error"
"administrar","['ɐd.mi.niʃ.ˈtɾaɾ']",,,,,"No error"
"gerir","['ʒɨ.ˈɾiɾ']",,,,,"No error"
"ministrar","['mɨ.niʃ.ˈtɾaɾ']",,,,,"No error"
"fornecer","['fuɾ.nɨ.ˈseɾ']",,,,,"No error"
"admoestar","['ɐd.mwɛʃ.ˈtaɾ']",,,,,"No error"
"repreender","['Rɨ.pɾjẽ.ˈdeɾ']",,,,,"No error"
"censurar","['sẽ.su.ˈɾaɾ']",,,,,"No error"
"adoentar","['ɐ.dwẽ.ˈtaɾ']",,,,,"No error"
"batuque","['bɐ.ˈtu.kɨ']",,,,,"No error"
"presumir","['pɾɨ.zu.ˈmiɾ']",,,,,"No error"
"saquear",,"['sɐ.ˈki.aɾ']","false diphthong",,,"Error"
"afeiçoar","['ɐ.fɐj.ˈswaɾ']",,,,,"No error"
"arpoar","['ɐɾ.ˈpwaɾ']",,,,,"No error"
"aferrolhar","['ɐ.fɨ.Ru.ˈʎaɾ']",,,,,"No error"
"afiançar","['ɐ.fjɐ̃.ˈsaɾ']",,,,,"No error"
"imaginar","['i.mɐ.ʒi.ˈnaɾ']",,,,,"No error"
"fantasiar",,"['fɐ̃.tɐ.ˈzi.aɾ']","false diphthong",,,"Error"
"antivírus","['ɐ̃.ti.ˈvi.ɾuʃ']",,,,,"No error"
"cravar","['kɾɐ.ˈvaɾ']",,,,,"No error"
"cravejar","['kɾɐ.vɨ.ˈʒaɾ']",,,,,"No error"
"radical","['Rɐ.di.ˈkaɫ']",,,,,"No error"
"afivelar","['ɐ.fi.vɨ.ˈlaɾ']",,,,,"No error"
"bafejar","['bɐ.fɨ.ˈʒaɾ']",,,,,"No error"
"bit","['bit']",,,,,"No error"
"byte","['ˈbaj.tɨ']",,,,,"No error"
"gigabyte","['ʒi.ɡɐ.ˈbaj.tɨ']",,,,,"No error"
"afluir","['ɐ.ˈflwiɾ']",,,,,"No error"
"desembocar","['dɨ.zẽ.bu.ˈkaɾ']",,,,,"No error"
"desaguar","['dɨ.za.ˈɡwaɾ']",,,,,"No error"
"aflorar","['ɐ.flu.ˈɾaɾ']",,,,,"No error"
"nivelar","['ni.vɨ.ˈlaɾ']",,,,,"No error"
"aplanar","['ɐ.plɐ.ˈnaɾ']",,,,,"No error"
"afoguear",,"['ɐ.fu.ˈɡi.aɾ']","false diphthong",,,"Error"
"pegar","['pɨ.ˈɡaɾ']",,,,,"No error"
"autodeterminação","['aw.tɔ.dɨ.tɨɾ.mi.nɐ.ˈsɐ̃w̃']",,,,,"No error"
"opulento","['ɔ.pu.ˈlẽ.tu']",,,,,"No error"
"ociosidade","['ɔ.sju.zi.ˈda.dɨ']",,,,,"No error"
"insalubre","['ĩ.sɐ.ˈlu.bɾɨ']",,,,,"No error"
"padecer","['pɐ.dɨ.ˈseɾ']",,,,,"No error"
"timbrado","['tĩ.ˈbɾa.du']",,,,,"No error"
"capitulação","['kɐ.pi.tu.lɐ.ˈsɐ̃w̃']",,,,,"No error"
"olaria","['ɔ.lɐ.ˈɾi.ɐ']",,,,,"No error"
"aformosear",,"['ɐ.fuɾ.mu.ˈzi.aɾ']","false diphthong",,,"Error"
"economizar","['i.kɔ.nu.mi.ˈzaɾ']",,,,,"No error"
"poupar","['pow.ˈpaɾ']",,,,,"No error"
"obtenção","['ɔb.tẽ.ˈsɐ̃w̃']",,,,,"No error"
"granjear",,"['ɡɾɐ̃.ˈʒi.aɾ']","false diphthong",,,"Error"
"defrontar","['dɨ.fɾõ.ˈtaɾ']",,,,,"No error"
"encarar","['ẽ.kɐ.ˈɾaɾ']",,,,,"No error"
"arrostar","['ɐ.Ruʃ.ˈtaɾ']",,,,,"No error"
"binário","['bi.ˈna.ɾju']",,,,,"No error"
"afrouxar","['ɐ.fɾow.ˈʃaɾ']",,,,,"No error"
"retardar","['Rɨ.tɐɾ.ˈdaɾ']",,,,,"No error"
"atrasar","['ɐ.tɾɐ.ˈzaɾ']",,,,,"No error"
"embaraçar","['ẽ.bɐ.ɾɐ.ˈsaɾ']",,,,,"No error"
"complicar","['kõ.pli.ˈkaɾ']",,,,,"No error"
"demorar","['dɨ.mu.ˈɾaɾ']",,,,,"No error"
"agenciar",,"['ɐ.ʒẽ.ˈsi.aɾ']","false diphthong",,,"Error"
"agigantar","['ɐ.ʒi.ɡɐ̃.ˈtaɾ']",,,,,"No error"
"exagerar","['i.zɐ.ʒɨ.ˈɾaɾ']",,,,,"No error"
"ampliar","['ɐ̃.pli.ˈaɾ']",,,,,"No error"
"aglomerar","['ɐ.ɡlu.mɨ.ˈɾaɾ']",,,,,"No error"
"agourar","['ɐ.ɡow.ˈɾaɾ']",,,,,"No error"
"enjoar","['ẽ.ˈʒwaɾ']",,,,,"No error"
"agonizar","['ɐ.ɡu.ni.ˈzaɾ']",,,,,"No error"
"agraciar",,"['ɐ.ɡɾɐ.ˈsi.aɾ']","false diphthong",,,"Error"
"agravar","['ɐ.ɡɾɐ.ˈvaɾ']",,,,,"No error"
"agregar","['ɐ.ɡɾɨ.ˈɡaɾ']",,,,,"No error"
"associar",,"['a.su.ˈsi.aɾ']","false diphthong",,,"Error"
"agremiar",,"['ɐ.ɡɾɨ.ˈmi.aɾ']","false diphthong",,,"Error"
"agrilhoar","['ɐ.ɡɾi.ˈʎwaɾ']",,,,,"No error"
"agrupar","['ɐ.ɡɾu.ˈpaɾ']",,,,,"No error"
"vão","['ˈvɐ̃w̃']",,,,,"No error"
"ajeitar","['ɐ.ʒɐj.ˈtaɾ']",,,,,"No error"
"ajuizar","['ɐ.ʒwi.ˈzaɾ']",,,,,"No error"
"vergar","['vɨɾ.ˈɡaɾ']",,,,,"No error"
"alagar","['ɐ.lɐ.ˈɡaɾ']",,,,,"No error"
"inundar","['i.nũ.ˈdaɾ']",,,,,"No error"
"destilar","['dɨʃ.ti.ˈlaɾ']",,,,,"No error"
"exsudar","['ɐjʃ.su.ˈdaɾ']",,,,,"No error"
"transpirar","['tɾɐ̃ʃ.pi.ˈɾaɾ']",,,,,"No error"
"constar","['kõʃ.ˈtaɾ']",,,,,"No error"
"derrear",,"['dɨ.ˈRi.aɾ']","false diphthong",,,"Error"
"fulcro","['ˈfuɫ.kɾu']",,,,,"No error"
"munir","['mu.ˈniɾ']",,,,,"No error"
"alardear",,"['ɐ.lɐɾ.ˈdi.aɾ']","false diphthong",,,"Error"
"ostentar","['ɔʃ.tẽ.ˈtaɾ']",,,,,"No error"
"exibir","['i.zi.ˈbiɾ']",,,,,"No error"
"alarmar","['ɐ.lɐɾ.ˈmaɾ']",,,,,"No error"
"alvoroçar","['aɫ.vu.ɾu.ˈsaɾ']",,,,,"No error"
"alcatifar","['aɫ.kɐ.ti.ˈfaɾ']",,,,,"No error"
"atapetar","['ɐ.tɐ.pɨ.ˈtaɾ']",,,,,"No error"
"alcatroar","['aɫ.kɐ.ˈtɾwaɾ']",,,,,"No error"
"untar","['ũ.ˈtaɾ']",,,,,"No error"
"engordurar","['ẽ.ɡuɾ.du.ˈɾaɾ']",,,,,"No error"
"ensebar","['ẽ.sɨ.ˈbaɾ']",,,,,"No error"
"besuntar","['bɨ.zũ.ˈtaɾ']",,,,,"No error"
"alcoolizar","['aɫ.kwu.li.ˈzaɾ']",,,,,"No error"
"embriagar","['ẽ.bɾjɐ.ˈɡaɾ']",,,,,"No error"
"embebedar","['ẽ.bɨ.bɨ.ˈdaɾ']",,,,,"No error"
"inculcar","['ĩ.kuɫ.ˈkaɾ']",,,,,"No error"
"recomendar","['Rɨ.ku.mẽ.ˈdaɾ']",,,,,"No error"
"encarregar","['ẽ.kɐ.Rɨ.ˈɡaɾ']",,,,,"No error"
"incumbir","['ĩ.kũ.ˈbiɾ']",,,,,"No error"
"efluente","['e.ˈflwẽ.tɨ']",,,,,"No error"
"confiar",,"['kõ.ˈfi.aɾ']","false diphthong",,,"Error"
"apelidar","['ɐ.pɨ.li.ˈdaɾ']",,,,,"No error"
"cognominar","['ku.ɡnu.mi.ˈnaɾ']",,,,,"No error"
"aldrabar","['aɫ.dɾɐ.ˈbaɾ']",,,,,"No error"
"alegar","['ɐ.lɨ.ˈɡaɾ']",,,,,"No error"
"aleijar","['ɐ.lɐj.ˈʒaɾ']",,,,,"No error"
"aleitar","['ɐ.lɐj.ˈtaɾ']",,,,,"No error"
"aromático","['ɐ.ɾu.ˈma.ti.ku']",,,,,"No error"
"prestígio","['pɾɨʃ.ˈti.ʒju']",,,,,"No error"
"alentar","['ɐ.lẽ.ˈtaɾ']",,,,,"No error"
"alertar","['ɐ.lɨɾ.ˈtaɾ']",,,,,"No error"
"elocução","['i.lu.ku.ˈsɐ̃w̃']",,,,,"No error"
"armazenar","['ɐɾ.mɐ.zɨ.ˈnaɾ']",,,,,"No error"
"depositar","['dɨ.pu.zi.ˈtaɾ']",,,,,"No error"
"tingir","['tĩ.ˈʒiɾ']",,,,,"No error"
"algaliar",,"['aɫ.ɡɐ.ˈli.aɾ']","false diphthong",,,"Error"
"sondar","['sõ.ˈdaɾ']",,,,,"No error"
"perscrutar","['pɨɾʃ.kɾu.ˈtaɾ']",,,,,"No error"
"algemar","['aɫ.ʒɨ.ˈmaɾ']",,,,,"No error"
"alhear",,"['ɐ.ˈʎi.aɾ']","false diphthong",,,"Error"
"alienar","['ɐ.lje.ˈnaɾ']",,,,,"No error"
"aliar",,"['ɐ.ˈli.aɾ']","false diphthong",,,"Error"
"alicerçar","['ɐ.li.sɨɾ.ˈsaɾ']",,,,,"No error"
"aliciar",,"['ɐ.li.ˈsi.aɾ']","false diphthong",,,"Error"
"subornar","['su.buɾ.ˈnaɾ']",,,,,"No error"
"excêntrico","['ɐjʃ.ˈsẽ.tɾi.ku']",,,,,"No error"
"aligeirar","['ɐ.li.ʒɐj.ˈɾaɾ']",,,,,"No error"
"alijar","['ɐ.li.ˈʒaɾ']",,,,,"No error"
"alinhavar","['ɐ.li.ɲɐ.ˈvaɾ']",,,,,"No error"
"anelar","['ɐ.nɨ.ˈlaɾ']",,,,,"No error"
"aromatizar","['ɐ.ɾu.mɐ.ti.ˈzaɾ']",,,,,"No error"
"aloirar","['ɐ.loj.ˈɾaɾ']",,,,,"No error"
"alourar","['ɐ.low.ˈɾaɾ']",,,,,"No error"
"altercar","['aɫ.tɨɾ.ˈkaɾ']",,,,,"No error"
"revezar","['Rɨ.vɨ.ˈzaɾ']",,,,,"No error"
"substituir","['sub.ʃti.ˈtwiɾ']",,,,,"No error"
"alucinar","['ɐ.lu.si.ˈnaɾ']",,,,,"No error"
"desvairar","['dɨʒ.vaj.ˈɾaɾ']",,,,,"No error"
"enlouquecer","['ẽ.low.kɨ.ˈseɾ']",,,,,"No error"
"aludir","['ɐ.lu.ˈdiɾ']",,,,,"No error"
"aluir","['ɐ.ˈlwiɾ']",,,,,"No error"
"alunar","['ɐ.lu.ˈnaɾ']",,,,,"No error"
"pousar","['pow.ˈzaɾ']",,,,,"No error"
"destituir","['dɨʃ.ti.ˈtwiɾ']",,,,,"No error"
"demitir","['dɨ.mi.ˈtiɾ']",,,,,"No error"
"alvejar","['aɫ.vɨ.ˈʒaɾ']",,,,,"No error"
"branquear",,"['bɾɐ̃.ˈki.aɾ']","false diphthong",,,"Error"
"arbitrar","['ɐɾ.bi.ˈtɾaɾ']",,,,,"No error"
"alvitrar","['aɫ.vi.ˈtɾaɾ']",,,,,"No error"
"amanhecer","['ɐ.mɐ.ɲɨ.ˈseɾ']",,,,,"No error"
"raiar","['Raj.ˈaɾ']",,,,,"No error"
"emitir","['i.mi.ˈtiɾ']",,,,,"No error"
"reluzir","['Rɨ.lu.ˈziɾ']",,,,,"No error"
"listar","['liʃ.ˈtaɾ']",,,,,"No error"
"principiar",,"['pɾĩ.si.ˈpi.aɾ']","false diphthong",,,"Error"
"amanhar","['ɐ.mɐ.ˈɲaɾ']",,,,,"No error"
"amansar","['ɐ.mɐ̃.ˈsaɾ']",,,,,"No error"
"domar","['du.ˈmaɾ']",,,,,"No error"
"refrear",,"['Rɨ.ˈfɾi.aɾ']","false diphthong",,,"Error"
"moderar","['mu.dɨ.ˈɾaɾ']",,,,,"No error"
"regrar","['Rɨ.ˈɡɾaɾ']",,,,,"No error"
"civilizar","['si.vi.li.ˈzaɾ']",,,,,"No error"
"instruir","['ĩʃ.tɾu.ˈiɾ']",,,,,"No error"
"amarelecer","['ɐ.mɐ.ɾɨ.lɨ.ˈseɾ']",,,,,"No error"
"denominação","['dɨ.nu.mi.nɐ.ˈsɐ̃w̃']",,,,,"No error"
"amargar","['ɐ.mɐɾ.ˈɡaɾ']",,,,,"No error"
"amargurar","['ɐ.mɐɾ.ɡu.ˈɾaɾ']",,,,,"No error"
"amealhar","['ɐ.mjɐ.ˈʎaɾ']",,,,,"No error"
"amenizar","['ɐ.mɨ.ni.ˈzaɾ']",,,,,"No error"
"deleitar","['dɨ.lɐj.ˈtaɾ']",,,,,"No error"
"deliciar",,"['dɨ.li.ˈsi.aɾ']","false diphthong",,,"Error"
"amesquinhar","['ɐ.mɨʃ.ki.ˈɲaɾ']",,,,,"No error"
"amestrar","['ɐ.mɛʃ.ˈtɾaɾ']",,,,,"No error"
"antebraço","['ɐ̃.tɨ.ˈbɾa.su']",,,,,"No error"
"reconciliar",,"['Rɨ.kõ.si.ˈli.aɾ']","false diphthong",,,"Error"
"apaziguar","['ɐ.pɐ.zi.ˈɡwaɾ']",,,,,"No error"
"serenar","['sɨ.ɾɨ.ˈnaɾ']",,,,,"No error"
"pacificar","['pɐ.si.fi.ˈkaɾ']",,,,,"No error"
"amiudar","['ɐ.mju.ˈdaɾ']",,,,,"No error"
"repetir","['Rɨ.pɨ.ˈtiɾ']",,,,,"No error"
"repisar","['Rɨ.pi.ˈzaɾ']",,,,,"No error"
"pernil","['pɨɾ.ˈniɫ']",,,,,"No error"
"feita","['ˈfɐj.tɐ']",,,,,"No error"
"amnistiar",,"['ɐm.niʃ.ˈti.aɾ']","false diphthong",,,"Error"
"consistir","['kõ.siʃ.ˈtiɾ']",,,,,"No error"
"comportar","['kõ.puɾ.ˈtaɾ']",,,,,"No error"
"amolar","['ɐ.mu.ˈlaɾ']",,,,,"No error"
"amolecer","['ɐ.mu.lɨ.ˈseɾ']",,,,,"No error"
"amordaçar","['ɐ.muɾ.dɐ.ˈsaɾ']",,,,,"No error"
"amornar","['ɐ.muɾ.ˈnaɾ']",,,,,"No error"
"amortalhar","['ɐ.muɾ.tɐ.ˈʎaɾ']",,,,,"No error"
"amortecer","['ɐ.muɾ.tɨ.ˈseɾ']",,,,,"No error"
"amostrar","['ɐ.muʃ.ˈtɾaɾ']",,,,,"No error"
"amplificar","['ɐ̃.pli.fi.ˈkaɾ']",,,,,"No error"
"amputar","['ɐ̃.pu.ˈtaɾ']",,,,,"No error"
"mutilar","['mu.ti.ˈlaɾ']",,,,,"No error"
"siciliano","['si.si.ˈljɐ.nu']",,,,,"No error"
"brecha","['ˈbɾɛ.ʃɐ']",,,,,"No error"
"amuar","['ɐ.ˈmwaɾ']",,,,,"No error"
"amuralhar","['ɐ.mu.ɾɐ.ˈʎaɾ']",,,,,"No error"
"engordar","['ẽ.ɡuɾ.ˈdaɾ']",,,,,"No error"
"cevar","['sɨ.ˈvaɾ']",,,,,"No error"
"nutrir","['nu.ˈtɾiɾ']",,,,,"No error"
"poeta","['ˈpwɛ.tɐ']",,,,,"No error"
"anatematizar","['ɐ.nɐ.tɨ.mɐ.ti.ˈzaɾ']",,,,,"No error"
"reprovar","['Rɨ.pɾu.ˈvaɾ']",,,,,"No error"
"desaprovar","['dɨ.zɐ.pɾu.ˈvaɾ']",,,,,"No error"
"aprovar","['ɐ.pɾu.ˈvaɾ']",,,,,"No error"
"anatomizar","['ɐ.nɐ.tu.mi.ˈzaɾ']",,,,,"No error"
"dissecar","['di.sɨ.ˈkaɾ']",,,,,"No error"
"angariar",,"['ɐ̃.ɡɐ.ˈɾi.aɾ']","false diphthong",,,"Error"
"aninhar","['ɐ.ni.ˈɲaɾ']",,,,,"No error"
"anoitecer","['ɐ.noj.tɨ.ˈseɾ']",,,,,"No error"
"anquilosar","['ɐ̃.ki.lu.ˈzaɾ']",,,,,"No error"
"ansiar",,"['ˈɐ̃.si.aɾ']","false diphthong",,,"Error"
"resguardar","['Rɨʒ.ɡwɐɾ.ˈdaɾ']",,,,,"No error"
"antepor","['ɐ̃.tɨ.ˈpoɾ']",,,,,"No error"
"preferir","['pɾɨ.fɨ.ˈɾiɾ']",,,,,"No error"
"antever","['ɐ̃.tɨ.ˈveɾ']",,,,,"No error"
"antipatizar","['ɐ̃.ti.pɐ.ti.ˈzaɾ']",,,,,"No error"
"baixinho","['baj.ˈʃi.ɲu']",,,,,"No error"
"cabalmente","['kɐ.baɫ.ˈmẽ.tɨ']",,,,,"No error"
"abertamente","['ɐ.bɛɾ.tɐ.ˈmẽ.tɨ']",,,,,"No error"
"acerca","['a.ˈseɾ.kɐ']",,,,,"No error"
"acinte","['ɐ.ˈsĩ.tɨ']",,,,,"No error"
"acolá","['ɐ.ku.ˈla']",,,,,"No error"
"adentro","['ɐ.ˈdẽ.tɾu']",,,,,"No error"
"aí","['ɐ.ˈi']",,,,,"No error"
"algures","['aɫ.ˈɡu.ɾɨʃ']",,,,,"No error"
"apetecer","['ɐ.pɨ.tɨ.ˈseɾ']",,,,,"No error"
"pretender","['pɾɨ.tẽ.ˈdeɾ']",,,,,"No error"
"solicitar","['su.li.si.ˈtaɾ']",,,,,"No error"
"induzir","['ĩ.du.ˈziɾ']",,,,,"No error"
"persuadir","['pɨɾ.swɐ.ˈdiɾ']",,,,,"No error"
"instigar","['ĩʃ.ti.ˈɡaɾ']",,,,,"No error"
"receitar","['Rɨ.sɐj.ˈtaɾ']",,,,,"No error"
"prescrever","['pɾɨʃ.kɾɨ.ˈveɾ']",,,,,"No error"
"aspirar","['ɐʃ.pi.ˈɾaɾ']",,,,,"No error"
"anuir","['ɐ.ˈnwiɾ']",,,,,"No error"
"nublar","['nu.ˈblaɾ']",,,,,"No error"
"apainelar","['ɐ.paj.nɨ.ˈlaɾ']",,,,,"No error"
"ornar","['ɔɾ.ˈnaɾ']",,,,,"No error"
"descanso","['dɨʃ.ˈkɐ̃.su']",,,,,"No error"
"apalavrar","['ɐ.pɐ.lɐ.ˈvɾaɾ']",,,,,"No error"
"apaparicar","['ɐ.pɐ.pɐ.ɾi.ˈkaɾ']",,,,,"No error"
"aparafusar","['ɐ.pɐ.ɾɐ.fu.ˈzaɾ']",,,,,"No error"
"atarraxar","['ɐ.tɐ.Rɐ.ˈʃaɾ']",,,,,"No error"
"aparelhar","['ɐ.pɐ.ɾɨ.ˈʎaɾ']",,,,,"No error"
"aprestar","['ɐ.pɾɨʃ.ˈtaɾ']",,,,,"No error"
"aprontar","['ɐ.pɾõ.ˈtaɾ']",,,,,"No error"
"aparentar","['ɐ.pɐ.ɾẽ.ˈtaɾ']",,,,,"No error"
"apartar","['ɐ.pɐɾ.ˈtaɾ']",,,,,"No error"
"apascentar","['ɐ.pɐʃ.sẽ.ˈtaɾ']",,,,,"No error"
"pastar","['pɐʃ.ˈtaɾ']",,,,,"No error"
"apassivar","['ɐ.pɐ.si.ˈvaɾ']",,,,,"No error"
"apavorar","['ɐ.pɐ.vu.ˈɾaɾ']",,,,,"No error"
"horrorizar","['u.Ru.ɾi.ˈzaɾ']",,,,,"No error"
"apear",,"['ɐ.ˈpi.aɾ']","false diphthong",,,"Error"
"desmontar","['dɨʒ.mõ.ˈtaɾ']",,,,,"No error"
"apedrejar","['ɐ.pɨ.dɾɨ.ˈʒaɾ']",,,,,"No error"
"antemão","['ɐ̃.tɨ.ˈmɐ̃w̃']",,,,,"No error"
"aonde","['ɐ.ˈõ.dɨ']",,,,,"No error"
"aquém",,"['aˈ.kɐ̃j̃']",,"syllable division",,
"arredor","['ɐ.Rɨ.ˈdɔɾ']",,,,,"No error"
"apegar","['ɐ.pɨ.ˈɡaɾ']",,,,,"No error"
"contagiar",,"['kõ.tɐ.ˈʒi.aɾ']","false diphthong",,,"Error"
"apelar","['ɐ.pɨ.ˈlaɾ']",,,,,"No error"
"apequenar","['ɐ.pɨ.kɨ.ˈnaɾ']",,,,,"No error"
"avistar","['ɐ.viʃ.ˈtaɾ']",,,,,"No error"
"aperrear",,"['ɐ.pɨ.ˈRi.aɾ']","false diphthong",,,"Error"
"apetrechar","['ɐ.pɨ.tɾɨ.ˈʃaɾ']",,,,,"No error"
"apimentar","['ɐ.pi.mẽ.ˈtaɾ']",,,,,"No error"
"pincelar","['pĩ.sɨ.ˈlaɾ']",,,,,"No error"
"apinhar","['ɐ.pi.ˈɲaɾ']",,,,,"No error"
"empilhar","['ẽ.pi.ˈʎaɾ']",,,,,"No error"
"desprover","['dɨʃ.pɾu.ˈveɾ']",,,,,"No error"
"aplacar","['ɐ.plɐ.ˈkaɾ']",,,,,"No error"
"aplainar","['ɐ.plaj.ˈnaɾ']",,,,,"No error"
"aplaudir","['ɐ.plaw.ˈdiɾ']",,,,,"No error"
"processador","['pɾu.sɨ.sɐ.ˈdoɾ']",,,,,"No error"
"explosão","['ɐjʃ.plu.ˈzɐ̃w̃']",,,,,"No error"
"debaixo","['dɨ.ˈbaj.ʃu']",,,,,"No error"
"debalde","['dɨ.ˈbaɫ.dɨ']",,,,,"No error"
"diante","['ˈdjɐ̃.tɨ']",,,,,"No error"
"entanto","['ẽ.ˈtɐ̃.tu']",,,,,"No error"
"entrementes","['ẽ.tɾɨ.ˈmẽ.tɨʃ']",,,,,"No error"
"entretanto","['ẽ.tɾɨ.ˈtɐ̃.tu']",,,,,"No error"
"marmota","['mɐɾ.ˈmɔ.tɐ']",,,,,"No error"
"desmarcar","['dɨʒ.mɐɾ.ˈkaɾ']",,,,,"No error"
"refrega","['Rɨ.ˈfɾɛ.ɡɐ']",,,,,"No error"
"sifão","['si.ˈfɐ̃w̃']",,,,,"No error"
"tentativa","['tẽ.tɐ.ˈti.vɐ']",,,,,"No error"
"foro","['ˈfo.ɾu']",,,,,"No error"
"calma","['ˈkaɫ.mɐ']",,,,,"No error"
"manso","['ˈmɐ̃.su']",,,,,"No error"
"certidão","['sɨɾ.ti.ˈdɐ̃w̃']",,,,,"No error"
"colisão","['ku.li.ˈzɐ̃w̃']",,,,,"No error"
"insígnia","['ĩ.ˈsi.ɡnjɐ']",,,,,"No error"
"músculo","['ˈmuʃ.ku.lu']",,,,,"No error"
"tabuleiro","['tɐ.bu.ˈlɐj.ɾu']",,,,,"No error"
"cunhada","['ku.ˈɲa.dɐ']",,,,,"No error"
"bisneto","['biʒ.ˈnɛ.tu']",,,,,"No error"
"árduo","['ˈaɾ.dwu']",,,,,"No error"
"filosófico","['fi.lu.ˈzɔ.fi.ku']",,,,,"No error"
"fantástico","['fɐ̃.ˈtaʃ.ti.ku']",,,,,"No error"
"ninfomaníaca","['nĩ.fɔ.mɐ.ˈni.ɐ.kɐ']",,,,,"No error"
"capturar","['kap.tu.ˈɾaɾ']",,,,,"No error"
"arrogante","['ɐ.Ru.ˈɡɐ̃.tɨ']",,,,,"No error"
"crânio","['ˈkɾɐ.nju']",,,,,"No error"
"oco","['ˈo.ku']",,,,,"No error"
"perturbação","['pɨɾ.tuɾ.bɐ.ˈsɐ̃w̃']",,,,,"No error"
"nomear",,"['nu.ˈmi.aɾ']","false diphthong",,,"Error"
"complemento","['kõ.plɨ.ˈmẽ.tu']",,,,,"No error"
"instrutivo","['ĩʃ.tɾu.ˈti.vu']",,,,,"No error"
"disposto","['diʃ.ˈpoʃ.tu']",,,,,"No error"
"facilitar","['fɐ.sɨ.li.ˈtaɾ']",,,,,"No error"
"cirurgia","['si.ɾuɾ.ˈʒi.ɐ']",,,,,"No error"
"jacaré","['ʒɐ.kɐ.ˈɾɛ']",,,,,"No error"
"relato","['Rɨ.ˈla.tu']",,,,,"No error"
"riacho",,"['ˈRi.a.ʃu']","false diphthong",,,"Error"
"rural","['Ru.ˈɾaɫ']",,,,,"No error"
"lente","['ˈlẽ.tɨ']",,,,,"No error"
"xarolo","['ʃɐɾo.lu']",,,,,"No error"
"lola","['AFIlɔ.lɐ']",,,,,"No error"
"boca do corpo","['AFIbo.kɐðukor.pu']",,,,,"No error"
"xarifa",,"[ʃɐ.'ɾi.fɐ]","empty","syllable division",,"Error"
"aziago",,"['ɐ.ˈzi.a.ɡu']","false diphthong",,,"Error"
"frivolidade","['fɾi.vu.li.ˈda.dɨ']",,,,,"No error"
"cavaleiro",,"['kɐ.vɐ.ˈlɐj.ɾu']",,"syllable division",,
"escolar","['iʃ.ku.ˈlaɾ']",,,,,"No error"
"cilíndrico","['si.ˈlĩ.dɾi.ku']",,,,,"No error"
"aeronave","['ɐ.ɛ.ɾɔ.ˈna.vɨ']",,,,,"No error"
"remoção","['Rɨ.mu.ˈsɐ̃w̃']",,,,,"No error"
"corresponder","['ku.Rɨʃ.põ.ˈdeɾ']",,,,,"No error"
"iluminação","['i.lu.mi.nɐ.ˈsɐ̃w̃']",,,,,"No error"
"maravilha","['mɐ.ɾɐ.ˈvi.ʎɐ']",,,,,"No error"
"habitação","['ɐ.bi.tɐ.ˈsɐ̃w̃']",,,,,"No error"
"destruição","['dɨʃ.tɾu.i.ˈsɐ̃w̃']",,,,,"No error"
"desvio","['dɨʒ.ˈvi.u']",,,,,"No error"
"nacionalidade","['nɐ.sju.nɐ.li.ˈda.dɨ']",,,,,"No error"
